Identifier,Transcription,Characters,Sixtuple,Fanqie
2156,sjeH,賜𧀩澌𣩠儩杫,止開三去支心,斯義
2157,hjweH,爲,止合三去支云,于僞
2158,kjweH,䞈垝㩻攱𢈌,止合三去支見,詭僞
2159,phjeH,帔秛襬,止開三去支滂,披義
2160,pjeH,賁佊詖貱陂跛藣,止開三去支幫,彼義
2161,bjeH,髲被鞁㢰旇𤿙,止開三去支並,平義
2162,ljweH,累,止合三去支來,良僞
2163,kjeH,寄䐀徛,止開三去支見,居義
2164,pjieH,臂,止開三去支幫,卑義
2165,gjeH,芰騎鬾輢䝸㧘汥䛋,止開三去支群,奇寄
2166,tshjeH,刺㓨㢀朿㡹𧧒莿庛蛓䛋,止開三去支清,七賜
2167,yeH,易㑥貤貤伿㒾,止開三去支以,以豉
2168,ngjeH,議誼竩𥫃義𩈭,止開三去支疑,宜寄
2169,phjieH,譬㵨,止開三去支滂,匹賜
2170,dzjeH,漬眥𦎸㧘㱴髊骴胔,止開三去支從,疾智
2171,trjeH,智𣉻潪,止開三去支知,知義
2172,'jeH,倚輢陭,止開三去支影,於義
2173,drjweH,縋槌錘膇硾腄甀,止合三去支澄,馳僞
2174,tsyhweH,吹䶴𥞃,止合三去支昌,尺僞
2175,xjeH,戲嚱,止開三去支曉,香義
2176,khjieH,企𢺵跂𨑤蚑吱,止開三去支溪,去智
2177,'jieH,縊㱲螠,止開三去支影,於賜
2178,syeH,翅翄𦐊施馶啻鍦䗐䧴卶𤖻㒾翨,止開三去支書,施智
2179,srjeH,屣灑曬𩌦襹,止開三去支生,所寄
2180,khjwieH,觖,止合三去支溪,窺瑞
2181,'jweH,餧萎䍴𣨙,止合三去支影,於僞
2182,ngjweH,僞偽,止合三去支疑,危睡
2183,xjweH,毁,止合三去支曉,況僞
2184,'jwieH,恚㜇,止合三去支影,於避
2185,dzyweH,睡瑞䅜𨿠,止合三去支常,是僞
2186,kjieH,馶翨,止開三去支見,居企
2187,nyweH,䄲,止合三去支日,而瑞
2188,tsyheH,卶,止開三去支昌,充豉
2189,sjweH,䅗瀡,止合三去支心,思累
2190,trjweH,娷諈,止合三去支知,竹恚
2191,yweH,瓗纗䜜贀,止合三去支以,以睡
2192,nrjweH,諉㨅㢻,止合三去支娘,女恚
2193,kjwieH,瞡,止合三去支見,規恚
2194,tsrjeH,𧙁𤿙,止開三去支莊,爭義
2195,xjwieH,孈,止合三去支曉,呼恚
2196,khjeH,㞆掎,止開三去支溪,卿義
2197,tsyijH,至摯贄鷙礩䥍鴲懥䲀𩊝𩊞𢄢𡠗,止開三去脂章,脂利
2198,hwijH,位,止合三去脂云,于愧
2199,mijH,郿媚魅鬽篃蝞嚜䉋煝娓,止開三去脂明,明祕
2200,zwijH,遂彗隧襚旞璲檖𣔾𤓫𤎩燧澻䡵鐆鐩穟𦼯蔧𦂁㒸𥝩穗䉌𩏚𨎥,止合三去脂邪,徐醉
2201,tswijH,醉檇,止合三去脂精,將遂
2202,swijH,邃祟誶粹睟𠭥賥譢𢢝,止合三去脂心,雖遂
2203,lwijH,類淚瓃𦝭垒蘱纍䇐禷,止合三去脂來,力遂
2204,pijH,祕秘毖閟柲䀣䪐邲轡鉍泌鄪費粊䉾𡛗,止開三去脂幫,兵媚
2205,gwijH,匱蕢臾𠀐饋餽𦆠櫃樻鞼簣𩌃,止合三去脂群,求位
2206,phijH,濞嚊䑄㿙𦤢淠,止開三去脂滂,匹備
2207,bijH,備俻𤰇𤰈𡚤奰䑄糒犕絥鞴韍贔𣖾㣁𩇯㸢,止開三去脂並,平祕
2208,kwijH,愧媿聭謉騩䁛餽螝頍,止合三去脂見,俱位
2209,srwijH,帥率,止合三去脂生,所類
2210,khwijH,喟嘳樻䯣䰎腃䙡尯𨌗,止合三去脂溪,丘愧
2211,xwijH,豷燹,止合三去脂曉,許位
2212,dzyijH,嗜𩜼醏視眎眂,止開三去脂常,常利
2213,lijH,利𥝤䬆莅蒞涖痢䚕䇐,止開三去脂來,力至
2214,nrijH,膩𦡸䁊䣵,止開三去脂娘,女利
2215,phjijH,屁䊧,止開三去脂滂,匹寐
2216,ngijH,劓,止開三去脂疑,魚器
2217,trijH,致懫疐𢷐𨆫質躓𨎌輊騺䞃𣱐懥㨖駤,止開三去脂知,陟利
2218,khjijH,棄弃夡㞓蟿,止開三去脂溪,詰利
2219,drijH,緻稚遟稺𦃘𩹈治𠊷𢴧謘𩋩𦥐,止開三去脂澄,直利
2220,mjijH,寐媢,止開三去脂明,彌二
2221,trhijH,杘𣐉誺𦥊訵𡳭跮𧩼,止開三去脂徹,丑利
2222,kijH,冀兾覬穊驥𩥉洎懻,止開三去脂見,几利
2223,gijH,臮暨鱀洎垍塈𣽍,止開三去脂群,其冀
2224,gjwijH,悸𠊾猤𡬄痵,止合三去脂群,其季
2225,tshwijH,翠濢臎,止合三去脂清,七醉
2226,nyijH,二弍貳樲髶,止開三去脂日,而至
2227,tsijH,恣𣣌,止開三去脂精,資四
2228,tshijH,次䳐佽䰍絘𩾔𧊒𣣌䯸,止開三去脂清,七四
2229,'ijH,懿饐㙪欭鷧撎亄,止開三去脂影,乙兾
2230,sijH,四亖肆𩬶柶泗牭𧳙㣈𨽼駟𦞤蕼肂,止開三去脂心,息利
2231,khijH,器,止開三去脂溪,去冀
2232,kjwijH,季瞡,止合三去脂見,居悸
2233,bjijH,鼻比枇𤹝坒襣䃾䫁䑄芘,止開三去脂並,毗至
2234,xjwijH,䁤婎睢,止合三去脂曉,香季
2235,pjijH,痹畀庇𦸣䃾比,止開三去脂幫,必至
2236,dzwijH,萃顇悴㱖䆊瘁,止合三去脂從,秦醉
2237,dijH,地墬,止開三去脂定,徒四
2238,xijH,齂㕧屓呬𤡬䨳,止開三去脂曉,虚器
2239,yijH,肄殔㡼貤勩隶㣇𥿫,止開三去脂以,羊至
2240,zyijH,示諡謚眎貤,止開三去脂船,神至
2241,dzijH,自嫉,止開三去脂從,疾二
2242,drwijH,墜懟鎚,止合三去脂澄,直類
2243,tsyhwijH,出,止合三去脂昌,尺類
2244,ywijH,遺𤀷𢣘蜼瞶𧔥䗽,止合三去脂以,以醉
2245,xjwijH,侐,止合三去脂曉,火季
2246,trwijH,轛,止合三去脂知,追萃
2247,tsyhijH,痓,止開三去脂昌,充自
2248,syijH,屍䛈,止開三去脂書,矢利
2249,tsrhwijH,㿷,止合三去脂初,楚愧
2250,sywijH,㽷𥤼,止合三去脂書,釋類
2251,tsyiH,志誌痣織識娡䓌,止開三去之章,職吏
2252,driH,值植治㨁𠍜,止開三去之澄,直吏
2253,ziH,寺嗣孠飤飼,止開三去之邪,祥吏
2254,tshiH,蛓蚝螆𧉠,止開三去之清,七吏
2255,siH,笥伺思覗,止開三去之心,相吏
2256,syiH,試弑幟僿,止開三去之書,式吏
2257,tsriH,胾椔檣事剚倳鶅,止開三去之莊,側吏
2258,liH,吏𢟤,止開三去之來,力置
2259,dziH,字牸孳孖茡芓,止開三去之從,疾置
2260,trhiH,眙佁䰡𦥊誺,止開三去之徹,丑吏
2261,nyiH,餌𩱓珥衈毦咡刵佴誀洱䎶㛅䏪䣵眲𦖢,止開三去之日,仍吏
2262,sriH,𩢲駛𣳪𧳅𩰢𨽄使,止開三去之生,踈吏
2263,tsrhiH,廁,止開三去之初,初吏
2264,yiH,異异食巳已潩䔬廙,止開三去之以,羊吏
2265,triH,置𢐂,止開三去之知,陟吏
2266,dzyiH,侍蒔秲,止開三去之常,時吏
2267,dzriH,事𩛌,止開三去之崇,鉏吏
2268,giH,忌𨙬惎䋟鱀鵋𧳙誋諅梞畁帺𥭜,止開三去之群,渠記
2269,tsyhiH,熾饎𩜮糦幟𢨒哆埴,止開三去之昌,昌志
2270,'iH,意鷾𠃸䵝,止開三去之影,於記
2271,kiH,記,止開三去之見,居吏
2272,xiH,憙嬉,止開三去之曉,許記
2273,ngiH,䰯㘈㽈儗豙譺,止開三去之疑,魚記
2274,khiH,亟唭䀈,止開三去之溪,去吏
2275,mjɨjH,未味菋𩑵䊊沬鮇𡶎,止合三去微明,無沸
2276,kjwɨjH,貴瞶𠐽,止合三去微見,居胃
2277,hjwɨjH,胃謂㥜媦𦩝緯彚彙蝟渭煟𩹂𨾂緭𢍚𦳢䬑圍,止合三去微云,于貴
2278,ngjwɨjH,魏犩,止合三去微疑,魚貴
2279,pjɨjH,沸疿芾茀誹鯡㹃𩰾𧙂䛍䟛,止合三去微幫,方味
2280,phjɨjH,費髴靅𣙿昲䊧,止合三去微滂,芳未
2281,khjwɨjH,𥽂𧝷,止合三去微溪,丘畏
2282,'jwɨjH,尉㷉熨慰畏罻犚蔚螱𧕈褽䲁,止合三去微影,於胃
2283,xjwɨjH,諱卉芔泋,止合三去微曉,許貴
2284,bjɨjH,𥝋狒㵒腓怫菲屝蜚𧕿䨾翡𡌦萉𩇪痱䠊㔗䆏費𧌘𥄱䀟黂蟦,止合三去微並,扶沸
2285,kjɨjH,旣既曁暨禨漑溉𣢆旡蔇,止開三去微見,居豙
2286,ngjɨjH,毅𢖫豙𧅙藙顡藙,止開三去微疑,魚旣
2287,khjɨjH,氣炁气汽盵䀈,止開三去微溪,去旣
2288,xjɨjH,欷唏塈愾氣餼䊠鎎𢟪熂黖霼摡䀈𧱲䮎犔忥,止開三去微曉,許旣
2289,gjɨjH,䤒幾,止開三去微群,其旣
2290,'jɨjH,衣,止開三去微影,於旣
2291,ngjoH,御馭語,遇開三去魚疑,牛倨
2292,ljoH,慮勴鑢櫖𠣊𥶌𡾅𩥆𦊼,遇開三去魚來,良倨
2293,kjoH,據鋸倨踞椐鐻澽豦𧣻䱟,遇開三去魚見,居御
2294,tshjoH,覰覷蜡䁦刞坥䏣,遇開三去魚清,七慮
2295,khjoH,㰦去呿麮鼁胠䒧𩿟㧁,遇開三去魚溪,丘倨
2296,dzyoH,署藷薯曙,遇開三去魚常,常恕
2297,syoH,恕庶㵂樜,遇開三去魚書,商署
2298,trjoH,著箸,遇開三去魚知,陟慮
2299,tsyoH,䬡翥𤳯䭖𤳐㫂𡻠𢉙䘄,遇開三去魚章,章恕
2300,srjoH,䟽疏踈疎捒㫹,遇開三去魚生,所去
2301,'joH,飫瘀鄔淤菸𩜏𢮁棜醧𡫾,遇開三去魚影,依倨
2302,drjoH,箸筯除㾻,遇開三去魚澄,遟倨
2303,gjoH,遽詎醵勮澽,遇開三去魚群,其據
2304,sjoH,絮,遇開三去魚心,息據
2305,dzrjoH,助耡麆,遇開三去魚崇,牀據
2306,tsjoH,怚沮,遇開三去魚精,將預
2307,tsrjoH,詛阻,遇開三去魚莊,莊助
2308,nyoH,洳茹如,遇開三去魚日,人恕
2309,yoH,預豫譽譽𩦡輿鸒悆𪋮𣝑藇蕷穥𡱣忬歟悇與澦𡒊,遇開三去魚以,羊洳
2310,xjoH,噓,遇開三去魚曉,許御
2311,nrjoH,女絮,遇開三去魚娘,尼據
2312,tsrhjoH,楚儊,遇開三去魚初,瘡據
2313,tsyhoH,處䖏,遇開三去魚昌,昌據
2314,trhjoH,絮悇㾻,遇開三去魚徹,抽據
2315,zjoH,𡲁,遇開三去魚邪,徐預
2316,ngjuH,遇寓媀禺𤸒䴁庽,遇合三去虞疑,牛具
2317,'juH,嫗蓲饇,遇合三去虞影,衣遇
2318,dzyuH,樹澍尌𦒸𠊪,遇合三去虞常,常句
2319,drjuH,住牏逗,遇合三去虞澄,持遇
2320,bjuH,附坿袝賻駙鮒蚹跗𠪻胕鮒,遇合三去虞並,符遇
2321,tsyuH,注疰罜㹥鑄馵註炷澍霔㺛䎷祩𠴦䪒蛀,遇合三去虞章,之戍
2322,kjuH,屨句蒟瞿邭䀠怐𥉁䈮絇,遇合三去虞見,九遇
2323,xjuH,昫煦酗呴姁𧏺,遇合三去虞曉,香句
2324,syuH,戍腧輸隃𧼯䩱䠼㲓,遇合三去虞書,傷遇
2325,yuH,裕覦諭喻籲䘱𣈯,遇合三去虞以,羊戍
2326,nyuH,孺擩㹘,遇合三去虞日,而遇
2327,phjuH,赴𠓗䞯䎷豧簠訃䞳仆䟔婏,遇合三去虞滂,芳遇
2328,mjuH,務婺霧霚騖𦎦䨁蝥𨂣𦆞㡔嵍敄鶩,遇合三去虞明,亡遇
2329,tsjuH,緅足,遇合三去虞精,子句
2330,gjuH,懼具臞颶,遇合三去虞群,其遇
2331,hjuH,芋雨羽吁䨒,遇合三去虞云,王遇
2332,dzjuH,埾聚,遇合三去虞從,才句
2333,srjuH,捒數㡏,遇合三去虞生,色句
2334,pjuH,付賦傅陚𩬙搏咐,遇合三去虞幫,方遇
2335,tshjuH,娶趣,遇合三去虞清,七句
2336,trjuH,註鉒駐軴住壴𨙔咮亍,遇合三去虞知,中句
2337,khjuH,驅𤛐,遇合三去虞溪,區遇
2338,tsrhjuH,菆䜴䐢,遇合三去虞初,芻注
2339,trhjuH,䦌𢨸,遇合三去虞徹,丑注
2340,sjuH,尠,遇合三去虞心,思句
2341,ljuH,屢𡀿,遇合三去虞來,良遇
2342,muH,暮慕募墓慔𥰻,遇開一去模明,莫故
2343,duH,渡斁鍍度𥯖,遇開一去模定,徒故
2344,luH,路露潞輅鷺璐賂簬虂簵𤻱㿖𦌕,遇開一去模來,洛故
2345,tuH,妬妒秅秺奼𤴱𦘴㓃𤴱蠹螙殬斁,遇開一去模端,當故
2346,thuH,兔菟吐鵵,遇開一去模透,湯故
2347,kuH,顧頋雇稒故酤沽痼固錮鯝㽽䍛棝凅,遇開一去模見,古暮
2348,nguH,誤悮寤忤啎迕晤悟逜窹捂娛遻䎸牾,遇開一去模疑,五故
2349,huH,護瓠互枑韄冱嫭頀濩䨼鱯婟擭䇘𧥮𦊂𦬚,遇開一去模匣,胡誤
2350,suH,訴愬𧪜泝溯遡素傃嗉膆𤤐塐塑䛾𤢘㨞愫,遇開一去模心,桑故
2351,dzuH,祚胙阼飵𧃘𧇣秨,遇開一去模從,昨誤
2352,nuH,怒笯,遇開一去模泥,乃故
2353,puH,布圃佈抪𠜙𧉩,遇開一去模幫,愽故
2354,'uH,汙惡噁䜑埡,遇開一去模影,烏路
2355,phuH,怖悑鋪誧𤸵,遇開一去模滂,普故
2356,tshuH,錯厝措醋㳻,遇開一去模清,倉故
2357,khuH,絝袴褲庫胯苦跨䔯,遇開一去模溪,苦故
2358,buH,步埠捕哺鞴餔鮬𩣝䒀𨛒鵏𤸵荹𩢕,遇開一去模並,薄故
2359,xuH,謼戽,遇開一去模曉,荒故
2360,tsuH,作做,遇開一去模精,臧祚
2361,tsejH,霽隮躋濟擠䰏䶓穧,蟹開四去齊精,子計
2362,tejH,帝諦嚏啑柢蔕蒂疐骶螮蝃摕𦨢䠠僀𢰂䟡𤬵偙腣趆蝭䩚渧,蟹開四去齊端,都計
2363,dzejH,劑嚌穧𨣧眥齊齌癠懠𪊆,蟹開四去齊從,在詣
2364,thejH,替𤾕暜㬱鬀剃戻𣧂楴涕洟䎮𡲕屜达薙𢝹𧛒殢𣤖𥫵,蟹開四去齊透,他計
2365,dejH,第弟遰髢鬀締睇悌娣禘軑釱鷤棣杕題遞𧡨㣇摕𧫚慸鯷𪂿墆𥶛逮𢰂,蟹開四去齊定,特計
2366,tshejH,砌切𥉻妻摖䏅䀙𦕀,蟹開四去齊清,七計
2367,sejH,細些栖壻婿𥿳𣳦,蟹開四去齊心,蘇計
2368,ngejH,詣𢏗羿𦐧睨栺盻𧡎甈堄霓,蟹開四去齊疑,五計
2369,kejH,計係繼繫薊髻𨜒檕檵蘻轚㲅,蟹開四去齊見,古詣
2370,hejH,蒵䐼𦝜系𦃟妎禊繫瘛慀㨙盻䦏稧,蟹開四去齊匣,胡計
2371,khejH,契栔罊䏿蟿𦩣𢢞𡢖䫔䁈恝,蟹開四去齊溪,苦計
2372,'ejH,翳曀枍㥷㝣㙠殪瞖医𢟇蘙縊豷繄㙪𧬇殹,蟹開四去齊影,於計
2373,mejH,謎㩢,蟹開四去齊明,莫計
2374,pejH,閉閇㪏嬖箅,蟹開四去齊幫,博計
2375,hwejH,慧憓潓惠蟪蕙橞繐㩨儶譓鏸𦒎,蟹合四去齊匣,胡桂
2376,kwejH,桂昋炅炔筀罣𤰮𣧎䳏,蟹合四去齊見,古惠
2377,xwejH,嘒嚖暳,蟹合四去齊曉,呼惠
2378,phejH,媲䠘睥渒濞𣹮𠞇,蟹開四去齊滂,匹詣
2379,bejH,薜䥍𥴬𨢡𣘥鐾,蟹開四去齊並,蒲計
2380,lejH,麗戾㑦隸隷儷𥃏綟劙𠠫唳蜧䓞沴荔捩欐𤃀𥶾涖悷栛丽蜦㸚珕𣛒㿛𧢮䕻𩘡離𣟌,蟹開四去齊來,郎計
2381,nejH,泥埿𢤇迡濘,蟹開四去齊泥,奴計
2382,xejH,㰥㚛殢,蟹開四去齊曉,呼計
2383,tsjejH,祭際穄鰶穧㦣𩯷,蟹開三去祭精,子例
2384,sjwejH,歲櫘𦄑繐,蟹合三去祭心,相銳
2385,hjwejH,衞衛軎轊璏𥶽𧲝𧲔槥彗㦣讏𤜂熭,蟹合三去祭云,于歲
2386,nywejH,芮汭枘蜹笍鈉,蟹合三去祭日,而銳
2387,tsywejH,贅𠭥,蟹合三去祭章,之銳
2388,srjwejH,𠻜,蟹合三去祭生,山芮
2389,tshjwejH,脆毳韢脃膬帨竁𣃍𧑎㓹㯔𤂳,蟹合三去祭清,此芮
2390,ywejH,銳銴叡睿䓲蜹,蟹合三去祭以,以芮
2391,trjwejH,綴醊畷笍䄌啜餟腏錣卂輟,蟹合三去祭知,陟衛
2392,sywejH,稅說裞蛻帨𢄢涗䬽䭨,蟹合三去祭書,舒芮
2393,bjiejH,獘弊斃幣㡀敝,蟹開三去祭並,毗祭
2394,tsrhjwejH,㯔毳𣃍竁,蟹合三去祭初,楚稅
2395,zjwejH,篲𥱵鏏彗𪔊槥軎轊𢅫,蟹合三去祭邪,祥歲
2396,pjiejH,蔽鄨鷩彆,蟹開三去祭幫,必袂
2397,kjwejH,劌鱖𠜾𨇙蹶𤜂,蟹合三去祭見,居衛
2398,mjiejH,袂,蟹開三去祭明,彌獘
2399,srjejH,㡜鎩蔱,蟹開三去祭生,所例
2400,tsyhejH,掣瘛懘痸𤸪𢜳銐𤢻,蟹開三去祭昌,尺制
2401,tsyejH,制𠛐𦜗製淛䎺晢䇽𢝃㝂䱥䀸狾𥍭䩢䭁𤴟迣,蟹開三去祭章,征例
2402,dzyejH,逝忕觢噬誓𣂯筮簭澨銴遾𧻸𦚨,蟹開三去祭常,時制
2403,yejH,曵曳裔𤤺勩泄洩𤵺䎈枻詍𢘽𦒎靾跇𠂆袣䄿𪀕㵝㑜抴㛳䇩㹭丿㵩𢂼呭䕍,蟹開三去祭以,餘制
2404,'jejH,䋵瘞餲𦝲䔽,蟹開三去祭影,於罽
2405,ngjiejH,藝埶蓺囈䆿㦣槸褹,蟹開三去祭疑,魚祭
2406,drjejH,滯彘蹛銐璏𩻼𦭮,蟹開三去祭澄,直例
2407,ljejH,例厲礪勵禲癘㾐鮤濿砅蠣蠇櫔𩧃䮋䅀𥣭𧸱糲巁犡栵𢂥𢤆洌,蟹開三去祭來,力制
2408,khjejH,憩𡳅䔾愒揭甈螅,蟹開三去祭溪,去例
2409,syejH,丗世勢貰,蟹開三去祭書,舒制
2410,kjejH,猘𦇧罽𣯅瀱訐彐蘮,蟹開三去祭見,居例
2411,trjejH,㿃,蟹開三去祭知,竹例
2412,gjejH,偈,蟹開三去祭群,其憩
2413,dzywejH,啜,蟹合三去祭常,甞芮
2414,trhjejH,跇𧼪傺𢘽慸㑜䀸䚢揥䟷𨂰𥉻,蟹開三去祭徹,丑例
2415,drjwejH,𨮱,蟹合三去祭澄,除芮
2416,ngjejH,㓷,蟹開三去祭疑,牛例
2417,tsjwejH,蕝𧑎㨹,蟹合三去祭精,子芮
2418,phjiejH,潎,蟹開三去祭滂,匹蔽
2419,khjwojH,𥏙,蟹合三去廢溪,丘吠
2420,xjwojH,䂕,蟹合三去廢曉,呼吠？
2421,thajH,太泰忕汰酞,蟹開一去泰透,他蓋
2422,kajH,蓋匃丐鈣,蟹開一去泰見,古太
2423,ngajH,艾𧰿鴱哎,蟹開一去泰疑,五蓋
2424,'ajH,藹馤靄曖壒𣋞𣩱𢣏䔽𪕭,蟹開一去泰影,於蓋
2425,najH,柰奈㲡𩹟渿,蟹開一去泰泥,奴帶
2426,dajH,大汏軑㐲𪐝䲦忕釱,蟹開一去泰定,徒蓋
2427,hajH,害夆妎𢞐,蟹開一去泰匣,胡蓋
2428,tajH,帶跢㿃蹛𢄔艜㯂,蟹開一去泰端,當蓋
2429,pajH,貝沛𨙶䟺㸬伂䰽𣬪𥄔𢂏鋇芾狽伂,蟹開一去泰幫,愽蓋
2430,phajH,霈浿沛𥄔㤄,蟹開一去泰滂,普蓋
2431,hwajH,會䢈𨘇禬繪檜,蟹合一去泰匣,黃外
2432,dwajH,兌兊綐銳𩊭㟋,蟹合一去泰定,杜外
2433,kwajH,儈膾鱠襘禬檜旝巜澮鄶廥䯤鬠劊會䐴𢶒獪,蟹合一去泰見,古外
2434,tswajH,最𢃒𧎹,蟹合一去泰精,祖外
2435,xwajH,𧬨噦翽鐬渙濊,蟹合一去泰曉,呼會
2436,khwajH,𥢶,蟹合一去泰溪,苦會
2437,lwajH,酹頪㲕䬽㱻,蟹合一去泰來,郎外
2438,ngwajH,外,蟹合一去泰疑,五會
2439,twajH,祋,蟹合一去泰端,丁外
2440,'wajH,懀濊薈嬒䶐瞺䵳,蟹合一去泰影,烏外
2441,dzwajH,蕞𥳣,蟹合一去泰從,才外
2442,swajH,𥕸𣩡𥊴,蟹合一去泰心,先外
2443,tshwajH,襊𨅎𥨒,蟹合一去泰清,麤最
2444,bajH,旆䟺軷,蟹開一去泰並,蒲蓋
2445,khajH,磕䳚轄愒溘𥎆𩫀㪡𨜴,蟹開一去泰溪,苦蓋
2446,tshajH,蔡𣞖𪇭,蟹開一去泰清,倉大
2447,lajH,賴籟癩瀨糲䄤藾䓶犡䲚𨇆㸊鵣𡂖,蟹開一去泰來,落蓋
2448,xajH,餀𤵽𩹄𦤦㺔,蟹開一去泰曉,呼艾
2449,thwajH,蛻娧駾毻裞,蟹合一去泰透,他外
2450,majH,昧沬枺,蟹開一去泰明,莫貝
2451,tshwajH,𦦣,蟹合一去泰清,七外
2452,kweaH,卦挂掛詿罣𡐠褂,蟹合二去佳見,古賣
2453,keaH,懈解繲賹廨薢㾏,蟹開二去佳見,古隘
2454,heaH,邂解,蟹開二去佳匣,胡懈
2455,meaH,賣,蟹開二去佳明,莫懈
2456,hweaH,畫詿罣絓澅黊繣纗孈,蟹合二去佳匣,胡卦
2457,tsrheaH,差瘥衩杈訍㳗𧪘,蟹開二去佳初,楚懈
2458,ngeaH,睚,蟹開二去佳疑,五懈
2459,xeaH,謑,蟹開二去佳曉,火懈
2460,peaH,庍,蟹開二去佳幫,方卦
2461,beaH,粺稗𪐄杷,蟹開二去佳並,傍卦
2462,dzreaH,㾹眦,蟹開二去佳崇,士懈
2463,pheaH,派𠂢𥿯𣏕㵺㭛𣝁𣎵,蟹開二去佳滂,匹卦
2464,tsreaH,債,蟹開二去佳莊,側賣
2465,kheaH,𡢖𨛖,蟹開二去佳溪,苦賣
2466,sreaH,曬䵘𨢦汛洒,蟹開二去佳生,所賣
2467,xweaH,諣,蟹合二去佳曉,呼卦
2468,peaH,㠔,蟹開二去佳幫,方賣
2469,trweaH,膪𢕮,蟹合二去佳知,竹賣
2470,kweajH,怪壞恠𥑋𦳋𣀤𡌪㧔,蟹合二去皆見,古壞
2471,'eajH,噫呃,蟹開二去皆影,烏界
2472,tsreajH,瘵祭𨝋,蟹開二去皆莊,側界
2473,keajH,誡戒界介届屆疥玠㝏㠹砎魪尬价䯰悈䲸艐䁓芥衸丯𠨴𩡺蚧,蟹開二去皆見,古拜
2474,nreajH,褹,蟹開二去皆娘,女介
2475,xeajH,譮欸㖑齂噧䜕㞒𢗊𡘌,蟹開二去皆曉,許介
2476,heajH,械䪥薤齘䦏瀣㒠韰𤡧衸㳦,蟹開二去皆匣,胡介
2477,ngeajH,𦗐𢟰譺𧏹,蟹開二去皆疑,五介
2478,khweajH,蒯喟嬇㕟䈛簣嘳蕢墤塊,蟹合二去皆溪,苦怪
2479,peajH,拜𢷎扒,蟹開二去皆幫,博怪
2480,pheajH,湃浿,蟹開二去皆滂,普拜
2481,hweajH,壞𡎯蘾,蟹合二去皆匣,胡怪
2482,ngweajH,聵𦖥𩔀,蟹合二去皆疑,五怪
2483,beajH,𢟡憊韝𣡖𤸶棑㶔𦩋,蟹開二去皆並,蒲拜
2484,meajH,䀛韎𧱘,蟹開二去皆明,莫拜
2485,xweajH,𧱳躛𣟉𣸎咶,蟹合二去皆曉,火怪
2486,sreajH,鎩殺𧜁閷,蟹開二去皆生,所拜
2487,kheajH,烗劾𤈪揩,蟹開二去皆溪,苦戒
2488,trhweajH,顡,蟹合二去皆徹,辿怪
2489,kwaejH,夬獪䈛,蟹合二去夬見,古賣
2490,khwaejH,快噲駃𥵊璯筷,蟹合二去夬溪,苦夬
2491,maejH,邁勱䜕佅,蟹開二去夬明,莫話
2492,hwaejH,話,蟹合二去夬匣,下快
2493,baejH,敗唄贁䢙,蟹開二去夬並,薄邁
2494,'waejH,䵳䶐懀,蟹合二去夬影,烏快
2495,tsrhwaejH,嘬䴝𣤌𠽶,蟹合二去夬初,楚夬
2496,kaejH,犗𧜅,蟹開二去夬見,古喝
2497,trhaejH,蠆慸,蟹開二去夬徹,丑犗
2498,'aejH,喝餲嗄䬵欬,蟹開二去夬影,於犗
2499,sraejH,𠱡,蟹開二去夬生,所犗
2500,draejH,𦤧,蟹開二去夬澄,除邁
2501,xaejH,䜕𦤬,蟹開二去夬曉,火犗
2502,xwaejH,咶,蟹合二去夬曉,火夬
2503,paejH,敗,蟹開二去夬幫,補邁
2504,tshwaejH,啐,蟹合二去夬清,倉夬
2505,dzraejH,寨砦,蟹開二去夬崇,犲夬
2506,haejH,㕢,蟹開二去夬匣,何犗
2507,dwojH,隊䨴薱憝憞譈鐓錞䃍䯟𩐌濧,蟹合一去灰定,徒對
2508,bwojH,佩珮孛鄁邶偝誖悖背㻗𢂤苝焙,蟹合一去灰並,蒲昧
2509,mwojH,妹昧眛每痗瑁黴莓䍙脢䆀,蟹合一去灰明,莫佩
2510,phwojH,配妃胐嶏,蟹合一去灰滂,滂佩
2511,xwojH,誨悔晦𠧩靧頮秏痗𩔁詯𣴵,蟹合一去灰曉,荒内
2512,twojH,對𡭊碓𣝉轛𠏮,蟹合一去灰端,都隊
2513,tshwojH,倅淬焠䃀啐,蟹合一去灰清,七内
2514,tswojH,晬祽𪓌綷𢃒捘夎,蟹合一去灰精,子對
2515,'wojH,𩲄㕈隈,蟹合一去灰影,烏繢
2516,thwojH,退𢓴𨓤㥆𡯵,蟹合一去灰透,他内
2517,kwojH,憒幗刏慖䵋䐴簂䈐𪏤蔮,蟹合一去灰見,古對
2518,hwojH,潰迴繢嬇殨闠䔇螝詯膭僓䜋䛛,蟹合一去灰匣,胡對
2519,khwojH,塊凷堁,蟹合一去灰溪,苦對
2520,swojH,碎𤭢誶啐繀,蟹合一去灰心,蘇内
2521,nwojH,内內,蟹合一去灰泥,奴對
2522,lwojH,纇耒儽累攂酹蘱㔣䒹𥣬𡔇礧䣂銇錑檑,蟹合一去灰來,盧對
2523,pwojH,背輩誖褙,蟹合一去灰幫,補妹
2524,ngwojH,磑,蟹合一去灰疑,五對
2525,hwojH,蚚,蟹合一去灰匣,胡輩
2526,dojH,代岱黛黱逮帒袋甙瑇玳靆埭𨠾𡍖隶,蟹開一去咍定,徒耐
2527,tsojH,載再縡𨚵𩛥䵧,蟹開一去咍精,作代
